timestamp,station,device_id,conductivity,temperature,pressure,salinity
2020-01-10 08:12:55,AMIGOS3A,6,2.90415,0.2125,526.239,34.4494
2020-01-10 09:12:43,AMIGOS3A,5,1.27757,-2.0131,247.881,15.2145
2020-01-10 09:12:47,AMIGOS3A,7,3.00337,1.0504,753.776,34.6741
2020-01-10 09:12:55,AMIGOS3A,6,2.90306,0.2023,526.247,34.4465
2020-01-10 10:12:43,AMIGOS3A,5,1.27759,-2.0127,247.89,15.2146
2020-01-10 10:12:47,AMIGOS3A,7,3.00342,1.0506,753.781,34.6745
2020-01-10 10:12:55,AMIGOS3A,6,2.90429,0.2144,526.249,34.4491
2020-01-10 11:12:43,AMIGOS3A,5,1.2774,-2.0135,247.89,15.2126
2020-01-10 11:12:47,AMIGOS3A,7,3.00339,1.0504,753.784,34.6745
2020-01-10 11:12:55,AMIGOS3A,6,2.9045,0.2159,526.251,34.4502
2020-01-10 12:12:55,AMIGOS3A,6,2.90446,0.2154,526.257,34.4502
2020-01-10 18:12:43,AMIGOS3A,5,1.28226,-2.0222,247.899,15.2797
2020-01-10 18:12:47,AMIGOS3A,7,3.00309,1.0474,753.798,34.6738
2020-01-10 19:12:43,AMIGOS3A,5,1.28306,-2.0226,247.908,15.2902
2020-01-10 19:12:47,AMIGOS3A,7,3.00309,1.0473,753.799,34.6739
2020-01-10 19:12:55,AMIGOS3A,6,2.90559,0.2269,526.269,34.452
2020-01-10 20:12:43,AMIGOS3A,5,1.28409,-2.0209,247.885,15.3027
2020-01-10 20:12:47,AMIGOS3A,7,3.00305,1.0472,753.795,34.6735
2020-01-10 20:12:55,AMIGOS3A,6,2.90548,0.2263,526.27,34.4514
2020-01-10 21:12:43,AMIGOS3A,5,1.2848,-2.0173,247.893,15.3099
2020-01-10 21:12:47,AMIGOS3A,7,3.00303,1.0469,753.794,34.6735
2020-01-10 21:12:55,AMIGOS3A,6,2.90588,0.2301,526.269,34.4523
2020-01-10 22:12:43,AMIGOS3A,5,1.28495,-2.0155,247.891,15.3109
2020-01-10 22:12:47,AMIGOS3A,7,3.00305,1.047,753.794,34.6739
2020-01-10 22:12:55,AMIGOS3A,6,2.9056,0.2272,526.261,34.4519
2020-01-10 23:12:43,AMIGOS3A,5,1.28479,-2.0159,247.903,15.3091
2020-01-10 23:12:47,AMIGOS3A,7,3.00304,1.0469,753.788,34.6738
2020-01-10 23:12:55,AMIGOS3A,6,2.90564,0.2276,526.269,34.4521
2020-01-11 00:12:43,AMIGOS3A,5,1.28456,-2.0162,247.901,15.3062
2020-01-11 00:12:47,AMIGOS3A,7,3.00293,1.0459,753.787,34.6734
2020-01-11 00:12:55,AMIGOS3A,6,2.90593,0.2299,526.268,34.4532
2020-01-11 01:12:43,AMIGOS3A,5,1.28462,-2.0161,247.889,15.3069
2020-01-11 01:12:47,AMIGOS3A,7,3.00291,1.0458,753.795,34.6733
2020-01-11 01:12:55,AMIGOS3A,6,2.90731,0.2431,526.265,34.4566
2020-01-11 02:12:43,AMIGOS3A,5,1.28451,-2.018,247.905,15.3064
2020-01-11 02:12:47,AMIGOS3A,7,3.00288,1.0458,753.793,34.673
2020-01-11 02:12:55,AMIGOS3A,6,2.90753,0.2452,526.268,34.4572
2020-01-11 03:12:43,AMIGOS3A,5,1.28394,-2.0208,247.891,15.3006
2020-01-11 03:12:47,AMIGOS3A,7,3.00292,1.0462,753.795,34.6731
2020-01-11 03:12:55,AMIGOS3A,6,2.90783,0.2485,526.264,34.4575
2020-01-11 04:12:43,AMIGOS3A,5,1.28306,-2.0274,247.896,15.2927
2020-01-11 04:12:47,AMIGOS3A,7,3.00299,1.0465,753.791,34.6735
2020-01-11 04:12:55,AMIGOS3A,6,2.90706,0.2413,526.264,34.4554
2020-01-11 05:12:43,AMIGOS3A,5,1.28183,-2.0311,247.917,15.2788
2020-01-11 05:12:47,AMIGOS3A,7,3.00298,1.0464,753.792,34.6735
2020-01-11 05:12:55,AMIGOS3A,6,2.9068,0.2387,526.264,34.4548
2020-01-11 06:12:43,AMIGOS3A,5,1.28092,-2.0248,247.905,15.2638
2020-01-11 06:12:47,AMIGOS3A,7,3.00295,1.0461,753.791,34.6734
2020-01-11 06:12:55,AMIGOS3A,6,2.90765,0.2464,526.261,34.4573
2020-01-11 07:12:43,AMIGOS3A,5,1.28009,-2.021,247.913,15.251
2020-01-11 07:12:47,AMIGOS3A,7,3.00289,1.0457,753.789,34.6731
2020-01-11 07:12:55,AMIGOS3A,6,2.90553,0.2253,526.259,34.4531
2020-01-11 08:12:43,AMIGOS3A,5,1.27926,-2.0179,247.955,15.2389
2020-01-11 08:12:47,AMIGOS3A,7,3.00286,1.0454,753.788,34.673
2020-01-11 08:12:55,AMIGOS3A,6,2.90453,0.2157,526.258,34.4507
2020-01-11 09:12:43,AMIGOS3A,5,1.27859,-2.0165,247.988,15.2295
2020-01-11 09:12:47,AMIGOS3A,7,3.00304,1.0472,753.785,34.6735
2020-01-11 09:12:55,AMIGOS3A,6,2.90419,0.213,526.257,34.4493
2020-01-11 10:12:43,AMIGOS3A,5,1.27827,-2.0199,247.994,15.2271
2020-01-11 10:12:47,AMIGOS3A,7,3.00296,1.0464,753.783,34.6733
2020-01-11 10:12:55,AMIGOS3A,6,2.90435,0.2147,526.258,34.4494
2020-01-11 11:12:43,AMIGOS3A,5,1.2776,-2.0206,248.037,15.2187
2020-01-11 11:12:47,AMIGOS3A,7,3.00292,1.046,753.78,34.6732
2020-01-11 11:12:55,AMIGOS3A,6,2.90464,0.2178,526.25,34.45
2020-01-11 12:12:43,AMIGOS3A,5,1.27703,-2.0105,248.085,15.2063
2020-01-11 12:12:47,AMIGOS3A,7,3.00297,1.0465,753.775,34.6733
2020-01-11 12:12:55,AMIGOS3A,6,2.90405,0.2122,526.252,34.4483
2020-01-11 13:12:43,AMIGOS3A,5,1.27665,-2.0072,248.084,15.1996
2020-01-11 13:12:47,AMIGOS3A,7,3.00286,1.0455,753.776,34.6729
2020-01-11 13:12:55,AMIGOS3A,6,2.90487,0.2203,526.248,34.4501
2020-01-11 14:12:43,AMIGOS3A,5,1.27601,-2.0072,248.099,15.1915
2020-01-11 14:12:47,AMIGOS3A,7,3.00283,1.0451,753.774,34.673
2020-01-11 14:12:55,AMIGOS3A,6,2.90572,0.2284,526.248,34.4521
2020-01-11 15:12:43,AMIGOS3A,5,1.27462,-2.0096,248.096,15.1747
2020-01-11 15:12:47,AMIGOS3A,7,3.00283,1.0451,753.771,34.673
2020-01-11 15:12:55,AMIGOS3A,6,2.90687,0.239,526.241,34.4554
2020-01-11 16:12:43,AMIGOS3A,5,1.27251,-2.0165,248.126,15.1511
2020-01-11 16:12:47,AMIGOS3A,7,3.00276,1.0446,753.772,34.6727
2020-01-11 16:12:55,AMIGOS3A,6,2.90595,0.2299,526.245,34.4535
2020-01-11 17:12:43,AMIGOS3A,5,1.26967,-2.014,248.201,15.1133
2020-01-11 17:12:47,AMIGOS3A,7,3.00274,1.0445,753.768,34.6726
2020-01-11 17:12:55,AMIGOS3A,6,2.90546,0.2252,526.241,34.4524
2020-01-11 18:12:43,AMIGOS3A,5,1.26526,-2.0324,248.227,15.0659
2020-01-11 18:12:47,AMIGOS3A,7,3.00278,1.0447,753.767,34.6728
2020-01-11 18:12:55,AMIGOS3A,6,2.90435,0.2151,526.237,34.449
2020-01-11 19:12:43,AMIGOS3A,5,1.26094,-2.0266,248.656,15.0073
2020-01-11 19:12:47,AMIGOS3A,7,3.00276,1.0447,753.76,34.6727
2020-01-11 19:12:55,AMIGOS3A,6,2.90597,0.2306,526.237,34.4531
2020-01-11 20:12:43,AMIGOS3A,5,1.2588,-2.0254,248.603,14.9791
2020-01-11 20:12:47,AMIGOS3A,7,3.00282,1.0452,753.763,34.6728
2020-01-11 20:12:55,AMIGOS3A,6,2.90603,0.2306,526.232,34.4539
2020-01-11 21:12:43,AMIGOS3A,5,1.2576,-2.0256,248.315,14.9638
2020-01-11 21:12:47,AMIGOS3A,7,3.00285,1.0453,753.758,34.673
2020-01-11 21:12:55,AMIGOS3A,6,2.90513,0.222,526.231,34.4515
2020-01-11 22:12:43,AMIGOS3A,5,1.25769,-2.0302,248.145,14.9675
2020-01-11 22:12:47,AMIGOS3A,7,3.00284,1.0453,753.756,34.673
2020-01-11 22:12:55,AMIGOS3A,6,2.90461,0.2169,526.226,34.4506
2020-01-11 23:12:43,AMIGOS3A,5,1.25839,-2.0285,247.994,14.9756
2020-01-11 23:12:47,AMIGOS3A,7,3.00278,1.0448,753.758,34.6728
2020-01-11 23:12:55,AMIGOS3A,6,2.90534,0.2242,526.226,34.452
2020-01-12 00:12:43,AMIGOS3A,5,1.26012,-2.0295,248.129,14.9983
2020-01-12 00:12:47,AMIGOS3A,7,3.00282,1.045,753.749,34.673
2020-01-12 00:12:55,AMIGOS3A,6,2.90704,0.2405,526.221,34.456
2020-01-12 01:12:43,AMIGOS3A,5,1.26205,-2.0351,248.292,15.026
2020-01-12 01:12:47,AMIGOS3A,7,3.00277,1.0447,753.753,34.6726
2020-01-12 01:12:55,AMIGOS3A,6,2.90747,0.2451,526.223,34.4566
2020-01-12 02:12:43,AMIGOS3A,5,1.26458,-2.035,248.259,15.0586
2020-01-12 02:12:47,AMIGOS3A,7,3.00278,1.0448,753.746,34.6727
2020-01-12 02:12:55,AMIGOS3A,6,2.90879,0.2578,526.215,34.4596
2020-01-12 03:12:43,AMIGOS3A,5,1.26725,-2.0305,248.514,15.0905
2020-01-12 03:12:47,AMIGOS3A,7,3.0028,1.0449,753.751,34.6728
2020-01-12 04:12:43,AMIGOS3A,5,1.26942,-2.0253,248.609,15.1157
2020-01-12 04:12:47,AMIGOS3A,7,3.00286,1.0454,753.758,34.6731
2020-01-12 04:12:55,AMIGOS3A,6,2.90774,0.248,526.226,34.4569
2020-01-12 05:12:43,AMIGOS3A,5,1.27097,-2.0265,248.975,15.1361
2020-01-12 05:12:47,AMIGOS3A,7,3.00281,1.0451,753.757,34.6728
2020-01-12 05:12:55,AMIGOS3A,6,2.90863,0.2563,526.22,34.4593
2020-01-12 06:12:43,AMIGOS3A,5,1.2715,-2.0311,249.67,15.1452
2020-01-12 06:12:47,AMIGOS3A,7,3.00278,1.0449,753.757,34.6727
2020-01-12 06:12:55,AMIGOS3A,6,2.90815,0.2517,526.222,34.4581
2020-01-12 07:12:43,AMIGOS3A,5,1.27206,-2.036,250.342,15.1546
2020-01-12 07:12:47,AMIGOS3A,7,3.00275,1.0448,753.756,34.6724
2020-01-12 07:12:55,AMIGOS3A,6,2.90786,0.2481,526.22,34.4583
2020-01-12 08:12:43,AMIGOS3A,5,1.27142,-2.0383,248.043,15.1484
2020-01-12 08:12:47,AMIGOS3A,7,3.00279,1.045,753.752,34.6726
2020-01-12 08:12:55,AMIGOS3A,6,2.90697,0.2392,526.225,34.4565
2020-01-12 09:12:43,AMIGOS3A,5,1.27616,-2.035,247.79,15.2077
2020-01-12 09:12:47,AMIGOS3A,7,3.00275,1.0447,753.756,34.6725
2020-01-12 09:12:55,AMIGOS3A,6,2.90673,0.2371,526.224,34.4559
2020-01-12 10:12:43,AMIGOS3A,5,1.28431,-2.0217,247.788,15.306
2020-01-12 10:12:47,AMIGOS3A,7,3.00271,1.0444,753.758,34.6722
2020-01-12 10:12:55,AMIGOS3A,6,2.90558,0.2258,526.226,34.4533
2020-01-12 11:12:43,AMIGOS3A,5,1.29127,-2.0111,247.787,15.3901
2020-01-12 11:12:47,AMIGOS3A,7,3.00271,1.0444,753.76,34.6722
2020-01-12 11:12:55,AMIGOS3A,6,2.90484,0.2187,526.225,34.4516
2020-01-12 12:12:43,AMIGOS3A,5,1.29703,-2.0159,247.787,15.4668
2020-01-12 12:12:47,AMIGOS3A,7,3.0028,1.0451,753.755,34.6727
2020-01-12 12:12:55,AMIGOS3A,6,2.90359,0.2071,526.23,34.4481
2020-01-12 13:12:43,AMIGOS3A,5,1.30257,-2.0182,247.786,15.5395
2020-01-12 13:12:47,AMIGOS3A,7,3.00284,1.0454,753.754,34.6729
2020-01-12 13:12:55,AMIGOS3A,6,2.90436,0.2139,526.227,34.4505
2020-01-12 14:12:43,AMIGOS3A,5,1.30965,-2.0195,247.785,15.6315
2020-01-12 14:12:47,AMIGOS3A,7,3.0028,1.045,753.758,34.6729
2020-01-12 14:12:55,AMIGOS3A,6,2.90529,0.2231,526.232,34.4524
2020-01-12 15:12:43,AMIGOS3A,5,1.31586,-2.0217,247.789,15.7129
2020-01-12 15:12:47,AMIGOS3A,7,3.00283,1.0452,753.759,34.6729
2020-01-12 15:12:55,AMIGOS3A,6,2.90499,0.2207,526.232,34.4512
2020-01-12 16:12:43,AMIGOS3A,5,1.32204,-2.0155,247.784,15.7894
2020-01-12 16:12:47,AMIGOS3A,7,3.00282,1.0451,753.764,34.6729
2020-01-12 16:12:55,AMIGOS3A,6,2.90527,0.2239,526.236,34.4513
2020-01-12 17:12:43,AMIGOS3A,5,1.32686,-2.0099,247.786,15.8486
2020-01-12 17:12:47,AMIGOS3A,7,3.00281,1.0451,753.758,34.6728
2020-01-12 17:12:55,AMIGOS3A,6,2.90386,0.2096,526.237,34.4488
2020-01-12 18:12:43,AMIGOS3A,5,1.3379,-2.0096,247.789,15.9912
2020-01-12 18:12:47,AMIGOS3A,7,3.00271,1.0443,753.755,34.6724
2020-01-12 18:12:55,AMIGOS3A,6,2.90669,0.2371,526.231,34.4552
2020-01-12 19:12:43,AMIGOS3A,5,1.35987,-2.0115,247.792,16.2766
2020-01-12 19:12:47,AMIGOS3A,7,3.0027,1.0442,753.753,34.6724
2020-01-12 19:12:55,AMIGOS3A,6,2.90636,0.2332,526.232,34.4552
2020-01-12 20:12:43,AMIGOS3A,5,1.38052,-2.0143,247.797,16.5458
2020-01-12 20:12:47,AMIGOS3A,7,3.00283,1.0452,753.758,34.6729
2020-01-12 20:12:55,AMIGOS3A,6,2.90633,0.2336,526.232,34.4545
2020-01-12 21:12:43,AMIGOS3A,5,1.41704,-2.0212,247.798,17.0243
2020-01-12 21:12:47,AMIGOS3A,7,3.00277,1.0448,753.758,34.6726
2020-01-12 21:12:55,AMIGOS3A,6,2.90762,0.2466,526.234,34.4569
2020-01-12 22:12:43,AMIGOS3A,5,1.47205,-2.0196,247.806,17.7402
2020-01-12 22:12:47,AMIGOS3A,7,3.00258,1.0434,753.751,34.6718
2020-01-12 22:12:55,AMIGOS3A,6,2.90735,0.2453,526.233,34.4548
2020-01-12 23:12:43,AMIGOS3A,5,1.49495,-2.0249,247.906,18.0426
2020-01-12 23:12:47,AMIGOS3A,7,3.00259,1.0434,753.758,34.6718
2020-01-12 23:12:55,AMIGOS3A,6,2.90521,0.2246,526.232,34.4497
2020-01-13 00:12:43,AMIGOS3A,5,1.49976,-2.0309,247.951,18.1092
2020-01-13 00:12:47,AMIGOS3A,7,3.0027,1.0443,753.759,34.6724
2020-01-13 00:12:55,AMIGOS3A,6,2.9041,0.2131,526.237,34.448
2020-01-13 01:12:43,AMIGOS3A,5,1.50146,-2.0366,247.962,18.1349
2020-01-13 01:12:47,AMIGOS3A,7,3.00264,1.0438,753.764,34.6721
2020-01-13 01:12:55,AMIGOS3A,6,2.90487,0.2205,526.234,34.4499
2020-01-13 02:12:43,AMIGOS3A,5,1.50277,-2.043,248.04,18.156
2020-01-13 02:12:47,AMIGOS3A,7,3.00256,1.0432,753.767,34.6717
2020-01-13 02:12:55,AMIGOS3A,6,2.9066,0.2377,526.24,34.4534
2020-01-13 03:12:43,AMIGOS3A,5,1.50414,-2.0547,248.167,18.1812
2020-01-13 03:12:47,AMIGOS3A,7,3.00256,1.0431,753.773,34.6717
2020-01-13 03:12:55,AMIGOS3A,6,2.90836,0.255,526.24,34.4571
2020-01-13 04:12:43,AMIGOS3A,5,1.50613,-2.0651,248.176,18.2137
2020-01-13 04:12:47,AMIGOS3A,7,3.00264,1.0439,753.769,34.672
2020-01-13 04:12:55,AMIGOS3A,6,2.90778,0.2487,526.239,34.4565
2020-01-13 05:12:55,AMIGOS3A,6,2.90479,0.2196,526.241,34.4498
2020-01-13 05:22:43,AMIGOS3A,5,1.50876,-2.0748,248.123,18.2542
2020-01-13 05:22:47,AMIGOS3A,7,3.00274,1.0446,753.773,34.6724
2020-01-13 06:12:43,AMIGOS3A,5,1.51045,-2.0796,248.088,18.2793
2020-01-13 06:12:47,AMIGOS3A,7,3.00271,1.0445,753.772,34.6722
2020-01-13 06:22:55,AMIGOS3A,6,2.90394,0.2105,526.245,34.4487
2020-01-13 07:12:43,AMIGOS3A,5,1.51098,-2.083,248.144,18.2883
2020-01-13 07:12:47,AMIGOS3A,7,3.00272,1.0447,753.771,34.6721
2020-01-13 07:12:55,AMIGOS3A,6,2.90455,0.2164,526.246,34.4503
2020-01-13 08:12:43,AMIGOS3A,5,1.50917,-2.0918,248.13,18.2702
2020-01-13 08:12:47,AMIGOS3A,7,3.00271,1.0447,753.774,34.672
2020-01-13 08:12:55,AMIGOS3A,6,2.90651,0.2356,526.251,34.4546
2020-01-13 09:12:43,AMIGOS3A,5,1.50577,-2.1071,248.152,18.2349
2020-01-13 09:12:47,AMIGOS3A,7,3.00274,1.0449,753.779,34.6721
2020-01-13 09:12:55,AMIGOS3A,6,2.90648,0.235,526.248,34.4548
2020-01-13 10:12:43,AMIGOS3A,5,1.49421,-2.1304,247.883,18.0977
2020-01-13 10:12:47,AMIGOS3A,7,3.00274,1.0449,753.777,34.6721
2020-01-13 10:12:55,AMIGOS3A,6,2.90757,0.246,526.246,34.4568
2020-01-13 11:12:43,AMIGOS3A,5,1.48102,-2.1471,247.855,17.9348
2020-01-13 11:12:47,AMIGOS3A,7,3.00278,1.0451,753.774,34.6724
2020-01-13 11:12:55,AMIGOS3A,6,2.90716,0.2423,526.249,34.4556
2020-01-13 12:12:43,AMIGOS3A,5,1.45945,-2.1676,248.346,17.664
2020-01-13 12:12:47,AMIGOS3A,7,3.00276,1.045,753.774,34.6723
2020-01-13 12:12:55,AMIGOS3A,6,2.90644,0.2345,526.251,34.4548
2020-01-13 13:12:55,AMIGOS3A,6,2.90657,0.2365,526.251,34.4543
2020-01-13 13:22:43,AMIGOS3A,5,1.43123,-2.1815,249.214,17.3023
2020-01-13 13:22:47,AMIGOS3A,7,3.00275,1.0449,753.781,34.6722
2020-01-13 14:12:43,AMIGOS3A,5,1.41381,-2.1942,249.461,17.0816
2020-01-13 14:12:47,AMIGOS3A,7,3.00269,1.0445,753.777,34.6719
2020-01-13 14:22:55,AMIGOS3A,6,2.90556,0.2265,526.249,34.4523
2020-01-13 15:12:43,AMIGOS3A,5,1.39257,-2.2148,250.258,16.8155
2020-01-13 15:12:47,AMIGOS3A,7,3.00282,1.0458,753.78,34.6722
2020-01-13 15:12:55,AMIGOS3A,6,2.9056,0.2267,526.25,34.4524
2020-01-13 16:12:43,AMIGOS3A,5,1.37202,-2.2351,250.802,16.5583
2020-01-13 16:12:47,AMIGOS3A,7,3.00296,1.0468,753.779,34.6728
2020-01-13 16:12:55,AMIGOS3A,6,2.90581,0.2292,526.25,34.4525
2020-01-13 17:12:43,AMIGOS3A,5,1.35095,-2.2668,251.113,16.3009
2020-01-13 17:12:47,AMIGOS3A,7,3.00282,1.0456,753.781,34.6722
2020-01-13 17:12:55,AMIGOS3A,6,2.90483,0.2197,526.251,34.4503
2020-01-13 18:12:43,AMIGOS3A,5,1.33193,-2.2989,251.252,16.0702
2020-01-13 18:12:47,AMIGOS3A,7,3.00281,1.0454,753.778,34.6724
2020-01-13 18:12:55,AMIGOS3A,6,2.90589,0.2295,526.252,34.4532
2020-01-13 19:12:43,AMIGOS3A,5,1.31247,-2.3274,251.335,15.8318
2020-01-13 19:12:47,AMIGOS3A,7,3.00253,1.0431,753.781,34.6714
2020-01-13 19:12:55,AMIGOS3A,6,2.90448,0.2161,526.251,34.4497
2020-01-13 20:12:43,AMIGOS3A,5,1.29409,-2.3476,251.095,15.6032
2020-01-13 20:12:47,AMIGOS3A,7,3.0027,1.0444,753.778,34.6721
2020-01-13 20:12:55,AMIGOS3A,6,2.90494,0.2205,526.251,34.4508
2020-01-13 21:12:43,AMIGOS3A,5,1.27185,-2.366,251.182,15.323
2020-01-13 21:12:47,AMIGOS3A,7,3.00273,1.0449,753.779,34.6721
2020-01-13 21:12:55,AMIGOS3A,6,2.90788,0.2492,526.248,34.4573
2020-01-13 22:12:43,AMIGOS3A,5,1.24881,-2.3848,251.213,15.0328
2020-01-13 22:12:47,AMIGOS3A,7,3.00276,1.0449,753.781,34.6723
2020-01-13 22:12:55,AMIGOS3A,6,2.90802,0.2503,526.248,34.4579
2020-01-13 23:12:43,AMIGOS3A,5,1.22774,-2.4066,250.878,14.7702
2020-01-13 23:12:47,AMIGOS3A,7,3.00245,1.0424,753.778,34.6712
2020-01-13 23:12:55,AMIGOS3A,6,2.90545,0.2255,526.25,34.4519
2020-01-14 00:12:43,AMIGOS3A,5,1.20437,-2.4308,250.84,14.4788
2020-01-14 00:12:47,AMIGOS3A,7,3.0027,1.0445,753.779,34.6721
2020-01-14 00:12:55,AMIGOS3A,6,2.90821,0.2526,526.254,34.4579
2020-01-14 01:12:43,AMIGOS3A,5,1.18678,-2.4547,250.994,14.2621
2020-01-14 01:12:47,AMIGOS3A,7,3.00251,1.043,753.779,34.6713
2020-01-14 01:12:55,AMIGOS3A,6,2.90848,0.2549,526.253,34.4588
2020-01-14 02:12:43,AMIGOS3A,5,1.17412,-2.4836,250.994,14.1119
2020-01-14 02:12:47,AMIGOS3A,7,3.00226,1.0408,753.784,34.6704
2020-01-14 02:12:55,AMIGOS3A,6,2.90671,0.2379,526.253,34.4546
2020-01-14 03:12:43,AMIGOS3A,5,1.1603,-2.512,250.71,13.9464
2020-01-14 03:12:47,AMIGOS3A,7,3.00214,1.04,753.785,34.6698
2020-01-14 03:12:55,AMIGOS3A,6,2.90511,0.2226,526.258,34.4507
2020-01-14 04:12:43,AMIGOS3A,5,1.14435,-2.5376,250.768,13.7516
2020-01-14 04:12:47,AMIGOS3A,7,3.00225,1.0409,753.787,34.6704
2020-01-14 04:12:55,AMIGOS3A,6,2.9051,0.2231,526.26,34.4501
2020-01-14 05:12:43,AMIGOS3A,5,1.12958,-2.5621,250.805,13.5716
2020-01-14 05:12:47,AMIGOS3A,7,3.00249,1.0427,753.791,34.6713
2020-01-14 05:12:55,AMIGOS3A,6,2.90769,0.2488,526.264,34.4553
2020-01-14 06:12:43,AMIGOS3A,5,1.115,-2.5858,250.864,13.3935
2020-01-14 06:12:47,AMIGOS3A,7,3.00258,1.0436,753.794,34.6716
2020-01-14 06:12:55,AMIGOS3A,6,2.90801,0.2502,526.263,34.4579
2020-01-14 07:12:43,AMIGOS3A,5,1.10099,-2.611,250.856,13.2237
2020-01-14 07:12:47,AMIGOS3A,7,3.00273,1.0448,753.794,34.6721
2020-01-14 07:12:55,AMIGOS3A,6,2.90718,0.2425,526.264,34.4556
2020-01-14 08:12:43,AMIGOS3A,5,1.08947,-2.6364,250.697,13.0859
2020-01-14 08:12:47,AMIGOS3A,7,3.00275,1.0451,753.798,34.6721
2020-01-14 08:12:55,AMIGOS3A,6,2.90726,0.2435,526.267,34.4556
2020-01-14 09:12:43,AMIGOS3A,5,1.07867,-2.6598,250.479,12.9566
2020-01-14 09:12:47,AMIGOS3A,7,3.00296,1.0467,753.798,34.673
2020-01-14 09:12:55,AMIGOS3A,6,2.90737,0.245,526.272,34.4552
2020-01-14 10:12:43,AMIGOS3A,5,1.06708,-2.6848,249.965,12.8178
2020-01-14 10:12:47,AMIGOS3A,7,3.00308,1.0476,753.797,34.6734
2020-01-14 10:12:55,AMIGOS3A,6,2.90739,0.245,526.272,34.4555
2020-01-14 11:12:43,AMIGOS3A,5,1.05479,-2.7093,249.402,12.6695
2020-01-14 11:12:47,AMIGOS3A,7,3.00286,1.0458,753.798,34.6727
2020-01-14 11:12:55,AMIGOS3A,6,2.90743,0.2456,526.274,34.4555
2020-01-14 12:12:43,AMIGOS3A,5,1.04288,-2.7312,249.071,12.525
2020-01-14 12:12:47,AMIGOS3A,7,3.00278,1.0453,753.798,34.6722
2020-01-14 12:12:55,AMIGOS3A,6,2.90597,0.231,526.278,34.4526
2020-01-14 13:12:43,AMIGOS3A,5,1.03129,-2.7522,248.993,12.384
2020-01-14 13:12:47,AMIGOS3A,7,3.00288,1.046,753.803,34.6727
2020-01-14 13:12:55,AMIGOS3A,6,2.90568,0.2285,526.277,34.4516
2020-01-14 14:12:43,AMIGOS3A,5,1.02166,-2.7738,248.953,12.2685
2020-01-14 14:12:47,AMIGOS3A,7,3.00291,1.0461,753.806,34.6729
2020-01-14 14:12:55,AMIGOS3A,6,2.90582,0.2301,526.277,34.4516
2020-01-14 15:12:43,AMIGOS3A,5,1.01309,-2.7975,248.897,12.1678
2020-01-14 15:12:47,AMIGOS3A,7,3.00295,1.0461,753.806,34.6734
2020-01-14 15:12:55,AMIGOS3A,6,2.90779,0.2481,526.28,34.4574
2020-01-14 16:12:43,AMIGOS3A,5,1.006,-2.8189,249.08,12.085
2020-01-14 16:12:47,AMIGOS3A,7,3.00295,1.0459,753.806,34.6736
2020-01-14 16:12:55,AMIGOS3A,6,2.90584,0.2292,526.277,34.4528
2020-01-14 17:12:43,AMIGOS3A,5,1.00168,-2.8364,249.079,12.0363
2020-01-14 17:12:47,AMIGOS3A,7,3.00295,1.046,753.804,34.6736
2020-01-14 17:12:55,AMIGOS3A,6,2.90577,0.2289,526.284,34.4522
